a,b
a3,b30
a62,b49
a47,b28
a4,b45
a39,b1
a60,b60
a6,b23
a44,b66
a15,b18
a13,b27
a15,b48
a70,b7
a57,b63
a38,b48
a8,b65
a49,b25
a4,b63
a35,b19
a52,b16
a66,b14
a64,b49
a54,b70
a26,b35
a59,b30
a41,b54
a15,b68
a33,b41
a66,b0
a58,b17
a49,b60
a45,b2
a13,b7
a39,b62
a27,b60
a42,b35
a52,b32
a43,b65
a65,b38
a12,b38
a9,b20
a66,b54
a0,b55
a43,b61
a27,b33
a62,b58
a2,b34
a9,b33
a4,b38
a5,b29
a46,b65
a65,b15
a69,b41
a28,b9
a67,b52
a54,b66
a2,b48
a1,b23
a13,b41
a19,b13
a26,b55
a62,b1
a7,b12
a15,b16
a43,b52
a46,b40
a57,b69
a4,b57
a15,b21
a14,b43
a7,b32
a17,b16
a60,b64
a60,b59
a27,b25
a48,b51
a70,b70
a38,b66
a55,b37
a54,b48
a34,b10
a4,b27
a52,b2
a57,b12
a7,b45
a43,b31
a12,b32
a57,b36
a68,b64
a44,b53
a28,b48
a21,b63
a54,b52
a64,b4
a41,b15
a1,b66
a52,b21
a59,b13
a44,b46
a36,b19
a14,b19
a56,b20
a22,b18
a28,b64
a8,b15
a59,b31
a48,b24
a5,b22
a46,b48
a42,b47
a2,b30
a21,b45
a4,b32
a15,b33
a23,b63
a39,b2
a27,b47
a27,b68
a17,b40
a37,b59
a14,b20
a54,b32
a69,b14
a60,b49
a70,b45
a23,b24
a42,b41
a38,b42
a50,b11
a4,b48
a34,b46
a8,b19
a70,b47
a57,b46
a43,b62
a70,b21
a57,b2
a49,b22
a32,b64
a28,b7
a4,b8
a10,b18
a16,b13
a37,b19
a24,b59
a19,b23
a64,b5
a63,b25
a50,b70
a25,b24
a21,b25
a44,b11
a2,b39
a17,b28
a42,b48
a61,b67
a26,b25
a19,b31
a52,b14
a50,b22
a13,b59
a19,b3
a22,b4
a18,b38
a35,b49
a70,b16
a19,b51
a35,b32
a68,b25
a45,b13
a22,b0
a67,b5
a24,b69
a32,b34
a10,b1
a41,b37
a5,b51
a45,b12
a12,b63
a22,b46
a59,b16
a46,b33
a31,b16
a5,b39
a53,b48
a20,b33
a3,b60
a27,b66
a67,b2
a34,b35
a9,b26
a22,b35
a70,b31
a6,b65
a16,b14
a48,b55
a55,b3
a21,b53
a31,b68
a5,b64
a8,b54
a40,b29
a56,b38
a45,b54
a29,b68
a38,b67
a31,b8
a0,b2
a23,b36
a60,b22
a2,b37
a2,b55
a3,b40
a69,b7
a59,b14
a8,b5
a56,b30
a18,b20
a14,b59
a3,b64
a5,b41
a28,b59
a58,b9
a65,b30
a45,b19
a43,b49
a26,b59
a44,b26
a21,b62
a54,b34
a56,b23
a24,b54
a60,b34
a47,b29
a27,b46
a42,b0
a51,b32
a36,b57
a49,b70
a48,b22
a9,b23
a42,b59
a46,b45
a52,b12
a26,b50
a3,b1
a58,b62
a17,b33
a23,b61
a35,b5
a8,b11
a56,b18
a57,b14
a1,b49
a35,b36
a51,b62
a43,b58
a38,b8
a35,b61
a25,b53
a54,b45
a63,b37
a39,b57
a8,b62
a31,b33
a1,b65
a49,b8
a14,b14
a61,b47
a37,b65
a48,b23
a7,b13
a11,b23
a44,b22
a69,b10
a68,b54
a21,b51
a10,b47
a30,b14
a0,b47
a43,b28
a40,b27
a40,b68
a39,b39
a5,b47
a63,b36
a70,b1
a8,b1
a57,b28
a66,b18
a44,b30
a46,b38
a30,b40
a53,b7
a11,b16
a70,b5
a31,b0
a29,b67
a0,b29
a45,b42
a9,b64
a58,b41
a25,b35
a22,b49
a28,b24
a17,b66
a49,b49
a48,b49
a54,b53
a39,b26
a61,b66
a36,b70
a55,b58
a2,b57
a53,b43
a31,b69
a60,b33
a8,b57
a55,b42
a43,b24
a58,b69
a39,b65
a65,b31
a0,b6
a21,b64
a34,b9
a16,b49
a46,b62
a32,b30
a51,b45
a51,b29
a51,b44
a42,b61
a22,b13
a65,b19
a26,b21
a42,b40
a32,b65
a33,b35
a66,b15
a43,b3
a37,b27
a13,b1
a32,b58
a37,b8
a63,b22
a12,b36
a48,b33
a53,b70
a70,b67
a4,b64
a53,b60
a56,b55
a30,b4
a70,b15
a26,b34
a36,b13
a21,b49
a20,b34
a3,b6
a25,b20
a21,b22
a44,b61
a54,b23
a28,b67
a68,b60
a68,b20
a11,b9
a6,b6
a64,b62
a41,b35
a32,b12
a26,b29
a21,b17
a64,b69
a63,b56
a48,b13
a15,b14
a23,b59
a43,b35
a65,b46
a63,b34
a69,b59
a19,b32
a60,b69
a69,b51
a61,b39
a57,b7
a59,b61
a64,b23
a54,b5
a3,b5
a26,b70
a59,b44
a48,b18
a26,b44
a26,b31
a0,b41
a12,b52
a24,b15
a9,b47
a59,b51
a9,b48
a11,b31
a69,b8
a36,b32
a14,b9
a53,b57
a28,b32
a42,b34
a58,b6
a32,b41
a18,b54
a3,b7
a35,b0
a38,b37
a40,b30
a54,b56
a27,b36
a13,b34
a34,b2
a48,b2
a55,b10
a41,b16
a7,b17
a50,b37
a45,b36
a5,b60
a30,b5
a32,b46
a42,b29
a12,b69
a62,b60
a45,b23
a19,b33
a30,b53
a36,b58
a10,b63
a62,b65
a1,b39
a42,b19
a15,b66
a20,b57
a3,b42
a68,b34
a51,b63
a0,b11
a2,b68
a60,b31
a27,b27
a28,b69
a55,b68
a15,b37
a13,b45
a52,b27
a47,b48
a47,b0
a17,b55
a11,b3
a19,b67
a40,b37
a55,b57
a23,b5
a35,b26
a65,b11
a70,b68
a32,b20
a16,b32
a45,b47
a34,b65
a29,b34
a61,b62
a70,b37
a64,b20
a45,b45
a65,b37
a2,b43
a25,b32
a15,b1
a34,b15
a68,b7
a41,b43
a4,b61
a16,b27
a49,b57
a21,b7
a39,b66
a33,b30
a17,b32
a70,b40
a21,b16
a10,b23
a64,b41
a60,b37
a52,b55
a34,b8
a15,b27
a38,b46
a69,b18
a45,b16
a58,b31
a2,b70
a53,b41
a34,b22
a69,b25
a21,b0
a18,b5
a11,b64
a19,b52
a4,b36
a25,b43
a18,b2
a24,b16
a15,b42
a24,b70
a20,b7
a16,b4
a60,b55
a70,b54
a52,b11
a56,b12
a50,b24
a40,b33
a41,b20
a60,b46
a44,b18
a16,b25
a24,b65
a44,b39
a19,b43
a21,b13
a47,b18
a18,b46
a68,b44
a14,b2
a18,b43
a70,b42
a54,b67
a18,b52
a37,b44
a66,b46
a27,b15
a16,b26
a39,b31
a40,b70
a49,b66
a25,b41
a1,b57
a20,b26
a27,b13
a43,b44
a22,b7
a9,b37
a5,b54
a15,b63
a66,b58
a10,b24
a21,b2
a26,b54
a53,b45
a61,b56
a43,b51
a13,b11
a17,b35
a32,b57
a29,b42
a4,b20
a69,b37
a48,b46
a41,b14
a55,b21
a53,b62
a31,b60
a11,b55
a6,b66
a30,b68
a7,b1
a3,b39
a15,b15
a17,b60
a52,b0
a61,b69
a26,b8
a6,b49
a46,b16
a22,b20
a64,b11
a66,b41
a35,b23
a55,b70
a14,b10
a18,b63
a7,b9
a37,b57
a4,b4
a2,b19
a62,b26
a63,b44
a29,b6
a24,b26
a55,b36
a51,b38
a34,b14
a6,b46
a52,b36
a40,b17
a11,b61
a62,b15
a3,b54
a66,b25
a14,b61
a44,b35
a61,b65
a35,b4
a31,b30
a43,b63
a33,b13
a13,b46
a26,b18
a18,b56
a38,b0
a21,b52
a46,b49
a63,b16
a13,b61
a63,b19
a48,b56
a63,b64
a29,b30
a51,b49
a57,b9
a27,b43
a8,b50
a38,b29
a44,b6
a65,b53
a18,b30
a18,b13
a61,b0
a52,b9
a14,b45
a39,b16
a28,b23
a43,b15
a45,b44
a37,b33
a18,b36
a6,b55
a39,b30
a16,b35
a25,b59
a63,b35
a21,b6
a19,b25
a44,b56
a18,b39
a65,b58
a54,b51
a66,b28
a61,b30
a15,b64
a46,b8
a31,b65
a53,b69
a60,b5
a49,b6
a26,b14
a66,b50
a24,b17
a20,b27
a9,b60
a44,b57
a58,b70
a31,b12
a33,b34
a48,b44
a25,b27
a8,b52
a38,b56
a30,b26
a41,b65
a15,b38
a67,b26
a29,b45
a66,b7
a28,b22
a70,b9
a21,b29
a48,b48
a65,b67
a68,b18
a5,b6
a35,b3
a17,b56
a67,b54
a38,b70
a27,b40
a24,b7
a5,b18
a13,b57
a59,b12
a8,b53
a38,b50
a64,b16
a65,b28
a33,b52
a21,b15
a27,b14
a16,b62
a66,b59
a24,b29
a20,b54
a49,b63
a11,b2
a59,b65
a66,b27
a34,b50
a26,b16
a0,b49
a54,b1
a10,b12
a25,b64
a56,b34
a26,b49
a46,b6
a21,b4
a45,b24
a14,b37
a40,b50
a34,b27
a23,b51
a51,b35
a32,b68
a7,b28
a22,b54
a48,b19
a31,b3
a28,b38
a19,b63
a41,b63
a16,b67
a6,b57
a38,b6
a7,b21
a37,b26
a34,b19
a26,b28
a46,b69
a12,b18
a56,b65
a6,b39
a65,b50
a49,b39
a42,b22
a0,b9
a48,b29
a55,b14
a62,b30
a26,b63
a58,b20
a56,b8
a0,b1
a65,b23
a12,b62
a69,b23
a30,b30
a36,b52
a62,b54
a66,b13
a68,b39
a17,b0
a40,b58
a19,b55
a43,b29
a8,b8
a39,b21
a12,b27
a4,b12
a4,b5
a15,b45
a18,b10
a54,b39
a22,b62
a9,b5
a5,b59
a44,b68
a54,b25
a37,b63
a58,b21
a29,b21
a60,b38
a39,b63
a38,b10
a53,b50
a42,b10
a32,b59
a8,b25
a40,b14
a30,b6
a4,b39
a18,b0
a11,b56
a36,b20
a67,b65
a60,b0
a52,b58
a12,b30
a68,b57
a58,b19
a36,b4
a57,b39
a13,b50
a0,b19
a35,b21
a61,b13
a26,b3
a10,b37
a3,b66
a48,b34
a14,b3
a45,b53
a10,b20
a8,b0
a43,b23
a22,b58
a23,b65
a29,b57
a63,b23
a9,b2
a66,b32
a70,b57
a6,b30
a49,b33
a22,b37
a42,b51
a32,b36
a24,b55
a48,b64
a27,b56
a27,b12
a44,b62
a58,b27
a27,b54
a62,b47
a55,b29
a12,b37
a0,b21
a52,b45
a1,b58
a8,b63
a8,b58
a42,b12
a25,b30
a48,b54
a18,b48
a25,b42
a12,b67
a9,b51
a67,b47
a45,b61
a64,b59
a3,b10
a16,b9
a21,b10
a65,b14
a49,b16
a60,b50
a0,b64
a65,b9
a21,b5
a35,b63
a46,b66
a10,b29
a32,b31
a56,b43
a40,b32
a21,b65
a70,b2
a2,b29
a44,b40
a40,b6
a5,b48
a58,b10
a39,b61
a0,b23
a55,b54
a29,b22
a66,b3
a54,b13
a46,b42
a28,b17
a23,b2
a59,b1
a2,b11
a60,b23
a64,b21
a28,b36
a49,b41
a10,b39
a5,b13
a6,b33
a45,b69
a12,b0
a66,b38
a47,b17
a41,b58
a64,b15
a36,b47
a42,b60
a13,b38
a43,b16
a38,b19
a9,b28
a13,b22
a58,b39
a43,b69
a48,b9
a13,b16
a51,b56
a3,b57
a59,b45
a47,b37
a38,b54
a32,b11
a27,b7
a13,b29
a56,b47
a42,b21
a33,b55
a43,b60
a69,b63
a12,b70
a4,b41
a68,b65
a37,b11
a2,b47
a12,b26
a59,b19
a41,b60
a39,b22
a25,b18
a69,b31
a66,b9
a58,b34
a66,b34
a27,b34
a34,b51
a9,b45
a67,b34
a29,b49
a16,b42
a23,b18
a64,b52
a23,b64
a19,b42
a57,b4
a2,b66
a28,b6
a13,b5
a65,b47
a34,b12
a1,b25
a45,b32
a45,b40
a18,b69
a60,b1
a66,b1
a16,b0
a55,b16
a38,b51
a60,b20
a7,b24
a33,b26
a54,b16
a42,b31
a68,b16
a58,b14
a16,b38
a66,b24
a57,b68
a57,b50
a54,b60
a35,b33
a69,b27
a10,b65
a6,b67
a32,b50
a1,b13
a15,b7
a0,b32
a52,b31
a50,b15
a6,b17
a27,b55
a45,b56
a61,b54
a14,b35
a70,b22
a44,b38
a23,b58
a10,b4
a3,b49
a55,b34
a36,b1
a43,b2
a47,b68
a48,b5
a12,b59
a57,b45
a67,b51
a11,b54
a7,b39
a69,b5
a10,b11
a10,b8
a20,b58
a44,b33
a14,b28
a11,b0
a21,b55
a18,b7
a41,b53
a18,b18
a55,b27
a11,b25
a52,b29
a27,b28
a20,b14
a68,b0
a0,b61
a48,b53
a56,b31
a60,b58
a54,b18
a7,b67
a3,b14
a30,b35
a25,b49
a37,b0
a3,b62
a53,b65
a58,b42
a12,b50
a51,b47
a47,b25
a11,b63
a13,b33
a2,b31
a19,b29
a48,b62
a14,b51
a9,b19
a31,b6
a31,b13
a28,b5
a42,b20
a43,b34
a53,b8
a2,b18
a29,b62
a3,b29
a19,b12
a22,b27
a45,b48
a5,b9
a18,b31
a46,b44
a68,b59
a37,b17
a36,b29
a15,b6
a62,b32
a56,b6
a39,b59
a69,b4
a52,b17
a7,b16
a49,b36
a62,b53
a39,b44
a5,b45
a55,b4
a55,b46
a25,b8
a53,b47
a65,b7
a29,b0
a46,b51
a25,b38
a6,b7
a18,b17
a17,b27
a46,b54
a26,b15
a1,b1
a27,b58
a4,b13
a43,b54
a30,b67
a29,b47
a54,b35
a50,b47
a67,b18
a1,b12
a57,b40
a24,b4
a7,b14
a43,b55
a25,b31
a46,b23
a34,b16
a52,b47
a53,b24
a67,b53
a69,b2
a56,b48
a51,b5
a22,b17
a33,b36
a16,b51
a49,b0
a44,b54
a53,b0
a10,b6
a28,b18
a11,b18
a30,b34
a7,b63
a43,b46
a7,b41
a19,b50
a18,b32
a44,b19
a21,b69
a3,b65
a69,b44
a8,b37
a14,b69
a61,b18
a1,b11
a51,b10
a53,b39
a10,b49
a36,b9
a29,b15
a18,b22
a42,b50
a53,b56
a62,b44
a69,b12
a0,b52
a30,b0
a66,b61
a3,b2
a13,b15
a55,b18
a28,b49
a4,b53
a29,b64
a63,b55
a58,b8
a9,b66
a46,b22
a40,b36
a45,b49
a59,b53
a30,b22
a34,b56
a26,b0
a7,b57
a24,b0
a31,b61
a29,b20
a53,b55
a15,b40
a41,b57
a56,b32
a20,b18
a49,b28
a66,b42
a17,b62
a63,b48
a56,b35
a28,b68
a4,b52
a3,b55
a44,b25
a57,b66
a23,b37
a49,b44
a55,b9
a21,b21
a54,b22
a16,b6
a66,b30
a61,b12
a55,b1
a43,b37
a52,b50
a49,b51
a0,b38
a41,b24
a69,b36
a4,b65
a51,b20
a58,b37
a39,b17
a50,b3
a27,b51
a36,b54
a51,b60
a1,b59
a51,b50
a58,b66
a69,b50
a3,b0
a49,b7
a68,b4
a65,b51
a55,b32
a32,b43
a26,b39
a15,b4
a2,b10
a2,b58
a31,b44
a46,b68
a57,b58
a41,b34
a67,b10
a5,b46
a53,b15
a4,b62
a59,b55
a22,b6
a68,b24
a59,b57
a64,b70
a2,b25
a30,b36
a56,b39
a55,b63
a31,b59
a27,b67
a30,b18
a7,b35
a23,b56
a50,b50
a54,b24
a60,b13
a56,b41
a14,b24
a23,b29
a62,b2
a37,b68
a64,b61
a8,b14
a15,b3
a56,b66
a68,b66
a58,b2
a11,b35
a41,b64
a21,b27
a37,b20
a14,b25
a5,b12
a63,b49
a6,b19
a39,b12
a44,b44
a15,b31
a7,b43
a36,b34
a50,b14
a19,b45
a5,b4
a39,b36
a30,b60
a18,b21
a19,b53
a27,b39
a28,b65
a25,b22
a49,b68
a21,b36
a58,b63
a26,b13
a28,b58
a44,b12
a52,b24
a65,b66
a51,b17
a50,b33
a65,b10
a26,b37
a25,b28
a29,b28
a58,b54
a50,b19
a34,b45
a31,b47
a32,b28
a51,b36
a42,b70
a68,b36
a38,b62
a58,b61
a62,b52
a8,b34
a49,b13
a47,b19
a68,b52
a62,b48
a11,b45
a36,b51
a19,b40
a19,b56
a20,b30
a5,b61
a20,b29
a27,b41
a47,b66
a24,b63
a30,b2
a4,b33
a28,b55
a17,b4
a16,b12
a67,b60
a45,b30
a55,b28
a14,b40
a17,b20
a6,b8
a37,b50
a4,b18
a17,b67
a35,b50
a38,b14
a5,b21
a41,b27
a44,b45
a44,b9
a26,b53
a66,b57
a6,b24
a55,b43
a10,b22
a31,b39
a26,b23
a54,b0
a54,b68
a59,b66
a58,b12
a33,b57
a55,b31
a32,b44
a6,b32
a40,b56
a38,b47
a5,b55
a13,b31
a70,b35
a68,b61
a14,b46
a32,b5
a64,b44
a50,b41
a63,b43
a26,b4
a19,b26
a48,b27
a28,b26
a22,b24
a43,b36
a56,b1
a25,b4
a21,b20
a46,b60
a13,b53
a58,b52
a32,b18
a39,b46
a12,b44
a58,b57
a52,b28
a12,b11
a2,b41
a56,b64
a48,b47
a24,b66
a16,b23
a30,b20
a40,b40
a19,b20
a39,b33
a24,b14
a64,b47
a12,b2
a41,b17
a5,b14
a31,b29
a26,b33
a68,b53
a41,b42
a61,b1
a26,b67
a5,b69
a27,b52
a69,b45
a4,b46
a54,b44
a46,b43
a39,b43
a40,b62
a22,b55
a56,b69
a67,b43
a55,b11
a56,b5
a25,b36
a17,b54
a33,b64
a24,b46
a1,b2
a69,b28
a14,b41
a0,b20
a39,b49
a51,b48
a32,b9
a59,b70
a51,b67
a15,b43
a29,b24
a36,b21
a54,b64
a29,b70
a51,b51
a63,b8
a50,b42
a8,b41
a10,b34
a58,b22
a30,b43
a33,b69
a42,b36
a9,b40
a15,b70
a39,b29
a52,b34
a0,b53
a11,b13
a8,b39
a44,b47
a47,b21
a37,b32
a59,b46
a59,b43
a4,b0
a40,b31
a6,b52
a30,b63
a3,b45
a7,b6
a59,b36
a17,b45
a1,b35
a62,b51
a51,b61
a67,b3
a24,b58
a11,b5
a65,b70
a31,b11
a16,b21
a43,b64
a47,b22
a70,b3
a23,b8
a26,b61
a13,b47
a41,b22
a36,b7
a10,b36
a53,b67
a0,b66
a41,b13
a26,b48
a5,b62
a9,b41
a50,b62
a3,b8
a2,b56
a24,b62
a55,b5
a52,b10
a67,b44
a30,b42
a1,b16
a11,b69
a24,b2
a53,b40
a13,b0
a4,b15
a61,b29
a24,b42
a8,b42
a55,b61
a1,b40
a53,b34
a33,b67
a34,b42
a40,b16
a50,b60
a31,b19
a6,b5
a5,b37
a51,b57
a25,b23
a69,b55
a63,b33
a64,b8
a17,b68
a2,b21
a33,b33
a17,b51
a4,b21
a24,b43
a38,b49
a32,b37
a67,b25
a1,b37
a7,b26
a20,b23
a19,b11
a6,b64
a12,b46
a22,b19
a3,b50
a42,b32
a20,b67
a4,b50
a3,b58
a54,b8
a44,b21
a32,b51
a13,b6
a15,b26
a40,b67
a55,b24
a66,b19
a5,b23
a8,b22
a35,b9
a28,b4
a68,b29
a2,b23
a30,b59
a43,b40
a30,b10
a40,b2
a31,b7
a23,b38
a26,b60
a63,b50
a59,b56
a46,b29
a35,b57
a23,b28
a33,b39
a60,b67
a0,b15
a16,b54
a70,b38
a24,b67
a49,b55
a39,b10
a46,b58
a16,b37
a0,b5
a51,b21
a28,b45
a5,b3
a63,b10
a49,b34
a50,b56
a5,b63
a55,b62
a70,b49
a45,b60
a36,b11
a10,b2
a19,b48
a30,b55
a47,b6
a36,b27
a23,b27
a48,b58
a57,b3
a15,b67
a39,b34
a49,b21
a56,b14
a6,b12
a5,b28
a67,b59
a42,b45
a30,b65
a2,b6
a54,b54
a35,b64
a33,b38
a25,b15
a35,b35
a25,b21
a14,b21
a13,b64
a41,b28
a67,b21
a2,b32
a43,b41
a12,b34
a69,b21
a61,b23
a51,b4
a35,b45
a45,b33
a1,b61
a52,b66
a53,b25
a35,b53
a50,b25
a57,b53
a61,b70
a50,b10
a51,b37
a28,b14
a25,b11
a26,b64
a44,b70
a12,b57
a68,b41
a41,b8
a56,b51
a14,b44
a61,b10
a41,b30
a6,b38
a37,b58
a44,b4
a50,b23
a2,b51
a1,b36
a34,b11
a46,b18
a64,b67
a49,b37
a0,b10
a64,b17
a42,b7
a67,b46
a15,b30
a17,b29
a58,b13
a18,b68
a45,b43
a48,b67
a25,b17
a0,b65
a39,b25
a20,b65
a29,b25
a6,b34
a38,b11
a13,b49
a25,b14
a21,b26
a23,b57
a68,b21
a47,b4
a15,b22
a51,b25
a37,b56
a50,b26
a11,b68
a61,b35
a50,b29
a15,b28
a16,b24
a65,b63
a53,b37
a61,b43
a36,b35
a30,b7
a49,b64
a70,b33
a67,b1
a7,b10
a44,b50
a35,b42
a4,b10
a32,b22
a10,b57
a54,b38
a42,b55
a34,b61
a22,b40
a38,b41
a60,b6
a10,b21
a17,b19
a59,b23
a68,b23
a56,b70
a43,b5
a24,b28
a62,b63
a62,b13
a31,b55
a70,b46
a62,b18
a20,b19
a54,b47
a65,b17
a21,b11
a19,b59
a12,b25
a47,b65
a9,b16
a31,b25
a57,b47
a15,b23
a50,b34
a36,b44
a2,b15
a12,b42
a17,b48
a12,b19
a20,b10
a50,b16
a39,b24
a12,b28
a36,b26
a38,b13
a67,b61
a69,b49
a57,b43
a70,b18
a64,b2
a48,b40
a70,b19
a64,b45
a58,b58
a48,b17
a49,b10
a60,b36
a16,b41
a31,b36
a46,b47
a70,b56
a25,b54
a31,b70
a34,b17
a1,b3
a46,b53
a68,b45
a6,b56
a54,b27
a0,b35
a44,b63
a29,b36
a66,b8
a59,b40
a41,b39
a49,b35
a31,b49
a24,b13
a15,b36
a33,b46
a18,b34
a35,b47
a8,b68
a61,b55
a6,b63
a35,b10
a20,b35
a69,b53
a25,b12
a36,b22
a16,b66
a64,b65
a59,b21
a1,b27
a2,b65
a59,b64
a9,b18
a27,b42
a23,b11
a44,b13
a23,b34
a39,b20
a40,b18
a35,b40
a23,b10
a57,b35
a63,b40
a25,b56
a57,b13
a56,b0
a22,b16
a20,b40
a50,b45
a49,b19
a21,b12
a29,b2
a38,b15
a59,b59
a37,b28
a30,b28
a67,b24
a52,b33
a45,b1
a13,b62
a15,b17
a23,b53
a68,b40
a9,b32
a5,b19
a70,b36
a17,b22
a13,b52
a59,b37
a70,b65
a27,b65
a32,b63
a48,b60
a55,b39
a40,b54
a8,b28
a52,b4
a32,b6
a41,b67
a58,b68
a35,b17
a33,b9
a22,b33
a63,b45
a12,b45
a23,b7
a8,b10
a3,b52
a14,b50
a35,b13
a3,b47
a65,b12
a42,b2
a39,b37
a42,b65
a38,b39
a42,b66
a29,b3
a48,b12
a10,b31
a55,b20
a51,b15
a33,b45
a58,b0
a10,b59
a60,b35
a42,b46
a6,b68
a14,b60
a46,b26
a17,b21
a56,b56
a42,b43
a7,b7
a46,b52
a55,b67
a52,b23
a17,b57
a54,b42
a7,b34
a29,b39
a15,b44
a54,b55
a48,b42
a16,b17
a49,b29
a68,b51
a66,b20
a42,b52
a24,b50
a66,b56
a27,b29
a17,b23
a18,b19
a23,b49
a47,b40
a35,b29
a1,b33
a69,b34
a42,b5
a54,b3
a29,b12
a35,b16
a33,b29
a65,b55
a51,b31
a47,b35
a31,b57
a70,b43
a33,b18
a8,b70
a36,b43
a70,b66
a16,b63
a13,b10
a34,b62
a59,b35
a45,b29
a53,b33
a33,b19
a15,b41
a36,b65
a13,b66
a41,b69
a19,b6
a12,b14
a49,b46
a35,b11
a39,b23
a57,b15
a4,b6
a0,b67
a67,b36
a35,b48
a44,b37
a40,b20
a22,b56
a59,b33
a52,b26
a58,b7
a18,b29
a39,b18
a43,b7
a44,b7
a29,b43
a42,b33
a10,b15
a35,b25
a31,b54
a67,b56
a57,b17
a51,b53
a47,b15
a43,b32
a40,b0
a31,b64
a8,b64
a48,b66
a50,b36
a9,b30
a33,b37
a47,b23
a29,b60
a0,b16
a53,b4
a38,b17
a6,b3
a53,b13
a53,b14
a63,b54
a29,b16
a36,b55
a47,b62
a37,b10
a56,b53
a44,b67
a63,b39
a69,b66
a21,b1
a60,b14
a39,b55
a42,b23
a1,b7
a39,b7
a23,b55
a26,b10
a55,b44
a26,b36
a23,b68
a56,b21
a27,b18
a1,b24
a48,b50
a16,b48
a7,b52
a39,b45
a43,b42
a52,b41
a6,b48
a45,b57
a9,b50
a13,b35
a46,b11
a38,b43
a0,b14
a22,b57
a20,b2
a41,b59
a26,b12
a34,b48
a7,b46
a20,b31
a5,b8
a64,b57
a43,b57
a39,b35
a4,b9
a28,b20
a67,b19
a31,b4
a51,b9
a8,b61
a47,b59
a62,b57
a50,b17
a54,b37
a62,b12
a8,b30
a10,b14
a68,b13
a6,b1
a3,b27
a43,b9
a47,b34
a5,b44
a64,b54
a39,b58
a65,b0
a1,b53
a62,b16
a5,b42
a14,b13
a34,b4
a44,b29
a50,b67
a46,b37
a21,b57
a4,b28
a63,b59
a36,b48
a33,b58
a47,b24
a6,b18
a22,b2
a64,b42
a23,b47
a25,b50
a70,b12
a18,b44
a33,b56
a15,b62
a62,b4
a38,b28
a11,b24
a70,b63
a56,b3
a40,b49
a62,b21
a23,b41
a34,b55
a38,b68
a11,b20
a16,b70
a19,b65
a17,b44
a65,b62
a14,b66
a67,b16
a33,b15
a52,b7
a40,b34
a10,b16
a20,b38
a57,b11
a47,b31
a68,b10
a6,b45
a30,b44
a66,b2
a40,b46
a16,b50
a9,b42
a24,b52
a50,b69
a3,b17
a16,b18
a23,b22
a48,b16
a24,b24
a9,b36
a58,b36
a52,b6
a16,b16
a57,b19
a34,b28
a8,b67
a61,b36
a14,b54
a53,b26
a48,b70
a69,b1
a38,b24
a0,b22
a21,b23
a3,b31
a70,b59
a49,b31
a50,b5
a31,b58
a64,b56
a18,b23
a17,b61
a42,b68
a54,b17
a34,b1
a56,b24
a51,b1
a41,b4
a44,b14
a1,b50
a52,b70
a62,b27
a4,b7
a11,b11
a11,b37
a20,b22
a59,b32
a32,b21
a54,b62
a20,b11
a14,b18
a56,b27
a58,b35
a62,b41
a61,b24
a28,b61
a15,b13
a23,b0
a47,b32
a34,b41
a28,b60
a37,b1
a57,b44
a64,b53
a36,b53
a18,b41
a7,b31
a32,b13
a40,b22
a18,b50
a42,b3
a56,b42
a66,b52
a64,b32
a31,b28
a15,b0
a30,b15
a9,b17
a8,b56
a64,b46
a48,b45
a59,b22
a14,b32
a29,b32
a6,b20
a51,b8
a14,b68
a1,b28
a67,b4
a44,b8
a60,b57
a19,b58
a30,b1
a23,b48
a48,b39
a38,b9
a52,b39
a8,b47
a21,b30
a48,b15
a4,b25
a11,b42
a57,b70
a64,b13
a0,b51
a24,b12
a13,b36
a20,b44
a39,b9
a30,b29
a15,b59
a19,b61
a60,b43
a68,b12
a59,b17
a0,b25
a31,b17
a65,b25
a17,b11
a31,b9
a36,b40
a48,b30
a19,b30
a68,b62
a11,b1
a46,b19
a51,b30
a43,b8
a3,b44
a11,b10
a35,b54
a28,b28
a70,b50
a50,b48
a70,b6
a11,b47
a45,b46
a62,b68
a25,b2
a68,b43
a11,b17
a34,b3
a69,b61
a0,b18
a12,b41
a24,b27
a3,b48
a30,b23
a2,b42
a10,b61
a3,b70
a7,b42
a14,b11
a62,b19
a64,b55
a15,b35
a65,b56
a64,b27
a19,b34
a52,b68
a63,b9
a44,b51
a45,b21
a65,b8
a10,b17
a59,b38
a54,b21
a37,b6
a8,b24
a9,b49
a28,b33
a5,b10
a40,b1
a27,b22
a24,b22
a64,b34
a50,b58
a3,b18
a57,b20
a18,b4
a62,b35
a19,b21
a60,b8
a6,b28
a20,b9
a38,b45
a47,b11
a38,b5
a42,b69
a67,b29
a25,b69
a57,b30
a51,b55
a1,b9
a52,b37
a30,b38
a14,b26
a70,b17
a37,b41
a52,b35
a28,b70
a17,b10
a58,b24
a48,b61
a36,b42
a5,b34
a40,b3
a18,b55
a37,b30
a69,b68
a55,b17
a1,b69
a65,b57
a9,b8
a6,b21
a67,b22
a26,b46
a63,b67
a18,b42
a23,b31
a23,b4
a61,b45
a33,b3
a56,b10
a31,b32
a5,b36
a47,b10
a40,b61
a2,b0
a23,b3
a14,b65
a21,b39
a13,b51
a40,b52
a57,b0
a1,b20
a59,b48
a27,b45
