c,d
c61,d39
c48,d17
c51,d58
c12,d62
c34,d19
c70,d62
c21,d16
c54,d15
c64,d35
c42,d68
c64,d68
c32,d13
c28,d10
c14,d41
c48,d68
c65,d64
c59,d54
c55,d28
c55,d1
c46,d23
c39,d15
c23,d44
c48,d30
c31,d59
c0,d3
c3,d33
c12,d9
c70,d17
c28,d15
c66,d69
c62,d40
c19,d26
c17,d57
c50,d9
c4,d59
c0,d40
c61,d49
c52,d38
c3,d46
c7,d64
c19,d70
c6,d60
c54,d7
c6,d59
c61,d68
c23,d49
c1,d20
c1,d2
c12,d5
c53,d50
c63,d67
c17,d26
c62,d55
c54,d31
c68,d61
c39,d32
c17,d62
c49,d43
c26,d23
c34,d11
c41,d49
c50,d6
c31,d11
c5,d53
c64,d49
c66,d35
c65,d15
c16,d30
c51,d41
c29,d3
c50,d37
c7,d47
c49,d15
c67,d44
c49,d52
c54,d33
c3,d59
c47,d29
c48,d59
c3,d66
c1,d29
c42,d12
c56,d67
c44,d65
c32,d34
c32,d26
c41,d46
c39,d39
c41,d11
c12,d32
c53,d70
c1,d17
c57,d49
c20,d30
c69,d7
c67,d58
c8,d38
c3,d5
c57,d42
c37,d28
c38,d20
c7,d55
c6,d30
c62,d13
c26,d64
c59,d15
c22,d23
c22,d3
c61,d62
c60,d7
c61,d27
c47,d70
c53,d23
c49,d56
c33,d66
c70,d5
c42,d23
c26,d66
c51,d27
c10,d54
c43,d63
c5,d38
c2,d46
c1,d31
c34,d31
c38,d64
c7,d13
c48,d40
c36,d69
c4,d0
c26,d34
c49,d45
c36,d65
c42,d42
c64,d3
c24,d15
c4,d9
c63,d68
c39,d17
c17,d1
c45,d33
c41,d6
c23,d17
c2,d0
c41,d65
c45,d59
c2,d44
c18,d1
c7,d53
c14,d65
c9,d64
c5,d7
c49,d57
c0,d32
c16,d0
c27,d5
c40,d48
c2,d50
c31,d15
c0,d6
c45,d12
c45,d34
c16,d65
c62,d2
c12,d20
c59,d42
c1,d30
c3,d26
c48,d46
c27,d57
c5,d1
c46,d38
c49,d36
c28,d66
c52,d49
c63,d45
c18,d23
c4,d54
c30,d54
c51,d7
c65,d29
c65,d46
c30,d47
c21,d19
c10,d29
c15,d49
c59,d32
c66,d36
c7,d1
c8,d50
c25,d37
c66,d57
c20,d53
c23,d51
c46,d22
c54,d25
c34,d30
c8,d11
c63,d42
c37,d38
c67,d24
c67,d42
c6,d48
c11,d27
c5,d6
c47,d42
c45,d41
c10,d17
c6,d1
c18,d14
c54,d19
c6,d7
c59,d52
c33,d30
c36,d58
c61,d65
c2,d62
c37,d1
c17,d23
c63,d22
c34,d18
c33,d47
c64,d59
c13,d12
c33,d37
c53,d21
c51,d68
c43,d59
c8,d45
c2,d28
c61,d48
c15,d30
c42,d7
c43,d12
c59,d20
c32,d50
c34,d68
c10,d60
c16,d39
c50,d10
c20,d2
c28,d1
c29,d28
c15,d23
c20,d36
c16,d25
c10,d20
c43,d42
c51,d65
c62,d18
c10,d9
c56,d37
c62,d51
c26,d1
c65,d38
c66,d63
c45,d70
c52,d17
c31,d31
c47,d50
c19,d58
c10,d63
c33,d57
c52,d69
c28,d19
c19,d67
c30,d29
c8,d53
c15,d29
c0,d31
c18,d24
c64,d70
c34,d39
c33,d48
c70,d31
c24,d37
c64,d43
c22,d1
c18,d63
c49,d21
c69,d47
c43,d46
c58,d30
c31,d30
c8,d10
c56,d65
c56,d64
c56,d7
c5,d43
c63,d6
c54,d70
c21,d25
c27,d26
c49,d23
c37,d57
c14,d3
c37,d37
c27,d61
c47,d67
c2,d37
c31,d6
c28,d42
c29,d65
c18,d55
c43,d54
c40,d67
c39,d59
c47,d46
c2,d61
c42,d13
c56,d25
c35,d22
c24,d31
c17,d32
c8,d24
c67,d39
c47,d3
c59,d65
c64,d52
c47,d2
c29,d12
c16,d6
c7,d10
c15,d33
c64,d69
c44,d66
c65,d23
c13,d37
c1,d8
c67,d22
c70,d52
c5,d22
c48,d26
c38,d18
c62,d23
c1,d22
c25,d32
c31,d26
c51,d46
c55,d20
c18,d4
c24,d69
c37,d58
c15,d17
c16,d62
c68,d0
c26,d60
c61,d52
c68,d7
c30,d58
c23,d59
c56,d31
c8,d48
c65,d47
c39,d47
c22,d65
c7,d14
c9,d41
c66,d40
c3,d21
c12,d14
c29,d46
c33,d65
c47,d4
c20,d54
c6,d17
c44,d5
c67,d27
c34,d13
c32,d17
c50,d39
c62,d54
c58,d24
c65,d36
c34,d59
c36,d26
c2,d49
c63,d1
c43,d37
c18,d60
c9,d24
c20,d52
c50,d68
c30,d38
c69,d42
c63,d40
c41,d32
c34,d33
c9,d49
c51,d40
c59,d43
c32,d2
c26,d8
c6,d61
c16,d67
c26,d11
c16,d9
c57,d25
c52,d51
c22,d66
c24,d65
c34,d0
c41,d53
c4,d26
c41,d37
c64,d66
c18,d64
c45,d62
c59,d22
c24,d20
c7,d17
c4,d63
c14,d48
c53,d49
c18,d67
c52,d62
c67,d62
c11,d22
c61,d42
c60,d56
c42,d48
c40,d61
c52,d63
c41,d30
c61,d7
c14,d24
c13,d6
c67,d47
c17,d30
c13,d44
c22,d31
c9,d14
c1,d36
c52,d31
c23,d40
c46,d7
c34,d24
c30,d63
c23,d27
c65,d40
c61,d45
c69,d44
c26,d13
c44,d47
c0,d38
c28,d3
c2,d32
c42,d15
c44,d26
c8,d13
c4,d60
c0,d66
c50,d67
c0,d37
c46,d57
c38,d65
c68,d48
c22,d4
c23,d62
c5,d46
c53,d40
c54,d20
c18,d37
c19,d27
c36,d8
c27,d24
c49,d69
c25,d43
c57,d13
c40,d53
c44,d39
c55,d60
c45,d29
c10,d19
c7,d42
c47,d61
c7,d16
c29,d50
c51,d1
c12,d34
c29,d21
c14,d39
c14,d6
c39,d64
c68,d1
c58,d62
c36,d24
c59,d19
c8,d70
c50,d18
c30,d41
c53,d67
c68,d33
c35,d3
c31,d8
c43,d30
c42,d28
c1,d18
c55,d22
c39,d10
c27,d55
c12,d12
c57,d4
c5,d27
c40,d49
c7,d37
c25,d25
c68,d20
c45,d40
c11,d0
c30,d42
c34,d69
c6,d21
c58,d2
c39,d60
c65,d56
c17,d5
c19,d62
c48,d69
c56,d56
c15,d32
c47,d64
c25,d3
c61,d29
c57,d19
c27,d11
c5,d8
c41,d57
c47,d62
c38,d38
c25,d52
c22,d70
c9,d35
c15,d48
c62,d67
c69,d40
c26,d30
c68,d26
c19,d41
c11,d39
c70,d16
c50,d54
c31,d50
c31,d27
c11,d13
c1,d26
c61,d25
c44,d35
c33,d28
c60,d13
c21,d33
c9,d2
c36,d49
c21,d28
c1,d1
c68,d43
c29,d22
c39,d67
c25,d30
c57,d15
c56,d20
c63,d8
c23,d11
c13,d2
c28,d38
c54,d60
c14,d67
c35,d63
c5,d14
c4,d42
c33,d63
c44,d14
c17,d35
c6,d20
c53,d5
c56,d63
c44,d56
c33,d17
c61,d14
c24,d1
c36,d60
c23,d34
c43,d18
c41,d17
c1,d5
c46,d34
c54,d57
c64,d21
c54,d2
c52,d23
c56,d21
c69,d29
c17,d17
c57,d32
c5,d36
c43,d21
c1,d38
c27,d31
c36,d9
c43,d22
c12,d4
c34,d16
c56,d11
c28,d31
c58,d69
c29,d29
c38,d22
c21,d9
c46,d6
c19,d65
c38,d4
c16,d18
c58,d0
c55,d3
c17,d67
c42,d49
c38,d31
c7,d11
c23,d7
c34,d3
c37,d56
c30,d56
c55,d63
c45,d19
c46,d59
c20,d58
c66,d0
c0,d4
c70,d28
c65,d2
c70,d1
c36,d68
c15,d39
c57,d61
c22,d36
c59,d40
c68,d8
c46,d53
c10,d37
c9,d66
c43,d45
c37,d39
c60,d43
c44,d23
c4,d39
c21,d36
c6,d19
c52,d1
c19,d53
c62,d19
c38,d15
c7,d39
c66,d50
c68,d17
c53,d27
c52,d3
c40,d70
c52,d56
c12,d26
c25,d31
c28,d59
c61,d33
c5,d13
c25,d15
c19,d50
c69,d39
c11,d67
c65,d32
c62,d12
c46,d9
c54,d0
c62,d33
c33,d11
c46,d13
c41,d38
c51,d63
c36,d37
c28,d12
c15,d22
c62,d39
c17,d56
c13,d29
c40,d46
c51,d12
c59,d59
c2,d31
c12,d48
c44,d16
c55,d52
c10,d58
c36,d54
c64,d7
c32,d49
c42,d60
c32,d30
c53,d33
c4,d49
c48,d15
c38,d40
c7,d25
c11,d23
c60,d61
c39,d63
c3,d49
c50,d11
c43,d58
c69,d66
c27,d3
c24,d2
c57,d55
c26,d63
c23,d64
c51,d34
c70,d54
c7,d23
c32,d56
c52,d36
c41,d29
c54,d49
c24,d70
c16,d35
c32,d10
c64,d61
c47,d36
c33,d9
c53,d2
c54,d45
c65,d43
c39,d30
c6,d68
c70,d19
c19,d25
c60,d8
c25,d44
c63,d46
c30,d50
c31,d0
c5,d15
c14,d66
c5,d37
c24,d50
c41,d8
c53,d34
c2,d24
c63,d65
c14,d23
c15,d43
c59,d23
c47,d28
c33,d45
c31,d54
c64,d30
c20,d26
c48,d2
c3,d25
c20,d4
c22,d13
c49,d12
c46,d3
c36,d35
c32,d66
c38,d9
c66,d44
c16,d12
c51,d54
c61,d40
c70,d32
c18,d54
c45,d7
c5,d30
c65,d26
c27,d6
c6,d3
c18,d57
c9,d70
c10,d67
c31,d22
c16,d54
c41,d56
c50,d32
c64,d67
c39,d14
c64,d47
c44,d64
c15,d55
c54,d63
c30,d5
c19,d9
c8,d26
c58,d43
c57,d22
c20,d33
c4,d10
c21,d57
c46,d49
c7,d46
c63,d34
c43,d69
c31,d16
c41,d39
c37,d18
c51,d25
c66,d37
c52,d34
c24,d5
c63,d61
c49,d27
c54,d9
c30,d7
c6,d28
c15,d63
c27,d0
c8,d33
c53,d35
c43,d50
c17,d39
c26,d5
c65,d41
c16,d33
c49,d31
c59,d12
c67,d21
c34,d27
c33,d49
c0,d41
c29,d63
c34,d54
c61,d41
c22,d53
c48,d39
c64,d0
c36,d16
c9,d18
c6,d53
c45,d2
c38,d12
c15,d37
c38,d63
c8,d1
c3,d58
c21,d14
c58,d10
c59,d67
c33,d14
c39,d3
c20,d39
c3,d0
c10,d24
c60,d35
c62,d24
c67,d54
c24,d3
c24,d21
c24,d13
c43,d70
c42,d19
c20,d67
c32,d65
c14,d25
c9,d8
c8,d65
c2,d70
c7,d7
c59,d55
c29,d57
c55,d9
c16,d16
c37,d42
c16,d49
c44,d24
c37,d11
c63,d63
c60,d40
c42,d70
c56,d57
c26,d25
c13,d62
c13,d14
c62,d17
c2,d53
c23,d4
c65,d51
c68,d36
c4,d37
c64,d65
c29,d4
c63,d38
c19,d32
c69,d6
c50,d2
c19,d1
c65,d27
c24,d53
c19,d52
c12,d28
c11,d20
c61,d24
c55,d21
c44,d51
c62,d11
c8,d47
c49,d32
c70,d39
c33,d8
c53,d54
c54,d62
c40,d25
c20,d7
c31,d45
c59,d24
c44,d53
c67,d61
c10,d21
c17,d68
c8,d8
c51,d30
c24,d26
c53,d18
c22,d35
c39,d49
c68,d69
c47,d6
c68,d42
c21,d45
c15,d16
c68,d70
c27,d65
c66,d61
c45,d67
c28,d51
c51,d22
c56,d33
c37,d64
c1,d10
c54,d68
c49,d6
c12,d45
c16,d38
c51,d60
c13,d55
c56,d29
c51,d11
c51,d32
c54,d37
c31,d39
c69,d28
c54,d5
c4,d41
c42,d69
c40,d9
c45,d10
c50,d57
c6,d57
c45,d54
c65,d1
c62,d62
c8,d58
c64,d63
c64,d13
c51,d38
c30,d31
c55,d30
c6,d47
c26,d49
c19,d10
c41,d58
c33,d20
c51,d13
c34,d4
c7,d56
c30,d26
c27,d47
c9,d57
c3,d15
c55,d8
c19,d35
c4,d16
c48,d18
c65,d50
c36,d1
c61,d46
c34,d47
c39,d56
c49,d22
c64,d54
c69,d9
c19,d12
c1,d40
c7,d65
c60,d15
c61,d69
c59,d33
c57,d57
c6,d29
c48,d20
c44,d42
c9,d0
c9,d20
c21,d11
c22,d44
c13,d47
c5,d47
c36,d63
c8,d30
c32,d70
c54,d28
c14,d0
c1,d7
c40,d66
c12,d24
c24,d47
c67,d32
c60,d58
c70,d41
c37,d33
c48,d47
c30,d4
c50,d5
c39,d68
c60,d49
c61,d54
c8,d12
c44,d17
c30,d51
c70,d63
c2,d48
c67,d64
c27,d36
c47,d11
c25,d12
c45,d69
c60,d68
c10,d1
c27,d46
c25,d27
c62,d20
c54,d16
c25,d66
c5,d10
c38,d45
c55,d57
c21,d53
c56,d22
c12,d54
c39,d42
c64,d2
c11,d55
c25,d56
c46,d17
c52,d26
c53,d16
c40,d5
c61,d44
c23,d57
c34,d26
c26,d69
c14,d14
c45,d47
c17,d47
c62,d66
c50,d46
c63,d36
c41,d47
c53,d38
c43,d28
c58,d66
c42,d4
c10,d51
c28,d41
c37,d52
c2,d9
c1,d15
c70,d35
c29,d33
c50,d17
c46,d40
c40,d32
c21,d54
c29,d39
c8,d5
c55,d50
c58,d58
c13,d23
c60,d70
c6,d58
c30,d35
c41,d2
c7,d33
c69,d35
c10,d27
c38,d6
c56,d40
c35,d34
c23,d28
c49,d60
c58,d48
c19,d57
c40,d24
c24,d9
c56,d9
c22,d6
c31,d43
c4,d13
c60,d42
c32,d24
c70,d34
c45,d61
c12,d3
c56,d46
c63,d69
c5,d65
c61,d56
c17,d9
c1,d46
c56,d18
c13,d43
c45,d22
c47,d51
c18,d39
c4,d7
c51,d70
c48,d29
c26,d62
c47,d63
c49,d42
c63,d28
c26,d21
c54,d14
c63,d60
c1,d70
c58,d55
c70,d7
c67,d67
c69,d1
c64,d45
c43,d55
c39,d40
c66,d45
c62,d34
c63,d0
c55,d0
c40,d45
c57,d63
c70,d26
c21,d50
c22,d46
c42,d18
c35,d46
c11,d38
c38,d11
c66,d32
c36,d31
c8,d9
c9,d48
c69,d46
c60,d10
c36,d57
c20,d49
c11,d2
c10,d39
c42,d14
c18,d56
c51,d48
c7,d49
c35,d37
c37,d35
c53,d62
c20,d55
c34,d50
c38,d60
c19,d34
c16,d5
c36,d34
c5,d29
c8,d25
c65,d18
c53,d53
c44,d4
c33,d52
c0,d55
c38,d5
c48,d1
c15,d31
c32,d31
c37,d41
c22,d20
c24,d24
c38,d16
c12,d63
c58,d70
c34,d42
c37,d16
c62,d63
c17,d69
c33,d16
c67,d9
c4,d52
c62,d4
c52,d42
c65,d17
c24,d22
c8,d29
c37,d47
c68,d45
c64,d5
c28,d18
c56,d19
c25,d70
c4,d19
c44,d50
c16,d13
c30,d25
c29,d44
c66,d4
c19,d19
c42,d10
c0,d0
c17,d33
c0,d16
c36,d66
c30,d60
c7,d3
c13,d41
c3,d51
c34,d51
c36,d32
c34,d34
c25,d53
c26,d12
c8,d14
c16,d68
c15,d62
c45,d16
c49,d30
c48,d28
c33,d60
c9,d38
c65,d63
c35,d0
c60,d28
c38,d10
c1,d24
c61,d8
c48,d7
c64,d31
c55,d31
c49,d0
c1,d56
c47,d35
c57,d33
c65,d69
c65,d35
c9,d68
c33,d25
c16,d22
c45,d52
c30,d61
c25,d16
c6,d23
c60,d36
c43,d35
c33,d67
c55,d32
c30,d6
c67,d50
c18,d28
c67,d46
c43,d26
c64,d44
c25,d17
c50,d55
c15,d24
c17,d3
c18,d47
c34,d43
c18,d34
c46,d51
c7,d34
c43,d43
c35,d57
c31,d36
c26,d42
c12,d18
c45,d8
c23,d1
c3,d4
c18,d62
c55,d40
c37,d69
c21,d8
c0,d26
c49,d25
c40,d12
c4,d38
c57,d11
c35,d4
c20,d27
c26,d56
c18,d2
c54,d42
c32,d37
c38,d30
c22,d16
c69,d54
c70,d9
c27,d42
c55,d39
c20,d28
c20,d21
c62,d21
c68,d30
c41,d1
c70,d11
c54,d10
c33,d62
c36,d21
c20,d43
c53,d69
c29,d48
c27,d1
c21,d21
c32,d54
c53,d7
c8,d16
c1,d3
c61,d60
c62,d65
c32,d3
c29,d15
c61,d55
c51,d17
c1,d6
c55,d69
c67,d4
c62,d32
c53,d64
c67,d28
c36,d4
c24,d16
c29,d20
c52,d24
c36,d30
c59,d14
c31,d4
c13,d64
c24,d28
c22,d64
c21,d48
c47,d22
c53,d60
c22,d9
c12,d49
c8,d3
c25,d50
c26,d51
c39,d33
c40,d31
c27,d54
c35,d65
c43,d9
c6,d18
c9,d33
c44,d63
c14,d29
c17,d49
c66,d12
c11,d29
c66,d1
c55,d16
c60,d4
c42,d37
c66,d23
c9,d60
c68,d59
c9,d16
c35,d64
c20,d14
c52,d0
c38,d58
c26,d28
c68,d32
c69,d12
c11,d12
c62,d35
c24,d56
c50,d66
c1,d32
c5,d0
c13,d35
c38,d70
c64,d33
c61,d9
c9,d11
c31,d18
c53,d9
c46,d31
c1,d55
c15,d21
c6,d39
c43,d40
c59,d5
c16,d14
c19,d18
c7,d40
c31,d56
c2,d7
c27,d39
c4,d22
c13,d70
c6,d34
c4,d30
c2,d1
c12,d38
c31,d13
c64,d23
c68,d38
c47,d54
c66,d48
c67,d55
c4,d67
c19,d63
c60,d59
c61,d53
c51,d0
c51,d9
c16,d17
c52,d50
c67,d70
c65,d13
c22,d62
c56,d5
c21,d64
c38,d43
c24,d59
c16,d51
c55,d37
c57,d51
c48,d35
c63,d70
c35,d45
c42,d53
c19,d20
c56,d3
c66,d60
c47,d57
c48,d12
c53,d3
c58,d36
c62,d14
c68,d2
c54,d21
c58,d9
c4,d57
c53,d59
c15,d51
c10,d34
c49,d8
c8,d63
c45,d55
c13,d20
c23,d68
c21,d29
c44,d37
c2,d45
c10,d61
c28,d45
c37,d61
c11,d15
c25,d36
c6,d33
c0,d70
c25,d21
c8,d46
c8,d21
c2,d56
c51,d42
c46,d39
c45,d26
c41,d34
c55,d36
c13,d30
c10,d33
c15,d5
c63,d39
c22,d17
c55,d33
c13,d54
c16,d15
c5,d62
c59,d38
c53,d11
c38,d56
c41,d45
c14,d59
c8,d61
c57,d59
c24,d41
c49,d49
c65,d48
c6,d42
c46,d33
c52,d15
c15,d61
c13,d10
c60,d69
c37,d51
c41,d40
c5,d32
c37,d68
c32,d36
c63,d55
c18,d7
c41,d67
c26,d44
c5,d20
c59,d66
c15,d54
c40,d58
c13,d26
c40,d6
c50,d7
c1,d9
c25,d55
c45,d3
c35,d40
c0,d17
c36,d59
c9,d9
c26,d37
c35,d19
c59,d44
c38,d46
c34,d28
c28,d30
c41,d41
c14,d43
c1,d33
c61,d30
c3,d56
c0,d65
c55,d53
c43,d48
c33,d33
c21,d31
c37,d66
c3,d2
c31,d68
c17,d21
c51,d26
c46,d8
c30,d13
c47,d27
c59,d53
c54,d56
c36,d17
c6,d36
c25,d20
c54,d64
c40,d27
c22,d37
c25,d13
c18,d68
c45,d11
c41,d42
c54,d23
c57,d65
c52,d57
c20,d23
c11,d18
c1,d27
c24,d48
c8,d0
c35,d50
c43,d20
c5,d59
c18,d44
c12,d21
c42,d24
c49,d16
c5,d42
c38,d39
c57,d37
c0,d46
c39,d46
c15,d69
c23,d18
c33,d56
c47,d55
c59,d11
c11,d50
c43,d27
c52,d58
c30,d14
c27,d58
c31,d70
c14,d16
c34,d57
c12,d67
c8,d40
c67,d31
c26,d20
c21,d2
c44,d33
c0,d47
c49,d40
c31,d24
c26,d18
c57,d52
c33,d59
c31,d60
c69,d23
c20,d62
c32,d39
c34,d25
c15,d70
c26,d3
c48,d0
c13,d57
c29,d70
c60,d60
c65,d59
c58,d6
c19,d11
c15,d44
c16,d48
c61,d34
c60,d16
c67,d34
c68,d60
c36,d14
c67,d7
c0,d30
c9,d44
c39,d26
c21,d68
c40,d57
c12,d65
c0,d60
c29,d43
c61,d12
c50,d40
c29,d60
c8,d57
c15,d15
c38,d32
c33,d26
c66,d5
c2,d59
c61,d15
c15,d60
c30,d33
c24,d29
c12,d7
c47,d49
c21,d38
c70,d38
c10,d14
c22,d5
c53,d58
c70,d65
c56,d32
c48,d56
c26,d7
c54,d54
c69,d18
c22,d56
c50,d12
c57,d70
c70,d13
c37,d45
c66,d15
c27,d12
c39,d45
c70,d56
c4,d6
c19,d14
c63,d10
c66,d2
c32,d27
c19,d0
c1,d19
c25,d23
c4,d69
c30,d16
c35,d52
c1,d45
c43,d39
c30,d19
c55,d17
c49,d64
c59,d17
c20,d42
c4,d56
c43,d16
c29,d8
c66,d3
c12,d70
c2,d2
c57,d12
c47,d21
c25,d58
c40,d63
c57,d21
c64,d24
c58,d65
c32,d62
c37,d21
c47,d1
c34,d35
c28,d4
c68,d37
c66,d9
c36,d33
c48,d22
c58,d27
c55,d6
c14,d15
c46,d56
c34,d62
c62,d9
c19,d7
c68,d56
c19,d15
c6,d27
c10,d62
c52,d32
c39,d50
c41,d16
c10,d69
c55,d25
c5,d3
c66,d55
c21,d47
c62,d25
c68,d46
c44,d8
c56,d17
c37,d40
c18,d29
c20,d46
c51,d57
c18,d49
c49,d61
c15,d50
c43,d5
c17,d2
c29,d38
c49,d13
c38,d67
c24,d51
c1,d63
c26,d46
c39,d66
c14,d47
c49,d47
c8,d67
c18,d51
c27,d40
c23,d33
c4,d64
c25,d61
c48,d24
c56,d47
c37,d32
c16,d50
c67,d8
c17,d65
c35,d7
c41,d26
c35,d28
c40,d34
c43,d56
c17,d7
c8,d62
c44,d20
c57,d68
c41,d50
c50,d62
c17,d11
c4,d65
c13,d31
c53,d28
c55,d67
c27,d62
c59,d60
c42,d50
c27,d68
c58,d15
c37,d48
c1,d64
c9,d39
c64,d10
c69,d14
c24,d19
c11,d62
c66,d29
c11,d45
c17,d54
c1,d43
c64,d58
c10,d64
c20,d40
c32,d29
c24,d38
c14,d27
c28,d69
c0,d8
c15,d20
c6,d46
c35,d70
c13,d42
c14,d30
c25,d35
c53,d1
c0,d15
c13,d15
c3,d45
c19,d33
c64,d22
c0,d12
c7,d62
c24,d8
c53,d61
c48,d3
c36,d2
c68,d64
c35,d25
c48,d48
c37,d2
c31,d1
c56,d51
c27,d14
c3,d22
c33,d40
c69,d37
c31,d29
c63,d52
c15,d52
c47,d38
c6,d22
c37,d27
c62,d57
c20,d57
c27,d35
c16,d24
c36,d52
c13,d27
c44,d55
c52,d14
c14,d10
c3,d7
c18,d31
c49,d67
c8,d2
c67,d33
c1,d59
c66,d42
c41,d25
c33,d55
c26,d55
c19,d39
c51,d56
c29,d36
c58,d67
c27,d8
c28,d37
c4,d70
c6,d67
c59,d8
c17,d31
c22,d2
c2,d21
c19,d2
c11,d3
c0,d28
c33,d69
c13,d56
c52,d41
c29,d47
c54,d3
c12,d61
c28,d65
c26,d32
c40,d62
c5,d31
c7,d38
c39,d48
c19,d66
c9,d19
c2,d11
c11,d66
c44,d27
c12,d60
c13,d33
c0,d58
c22,d68
c47,d23
c13,d67
c20,d63
c2,d67
c51,d19
c14,d31
c24,d62
c35,d35
c61,d21
c6,d15
c41,d18
c7,d54
c47,d18
c66,d43
c4,d5
c4,d18
c43,d19
c28,d25
c38,d36
c31,d17
c65,d14
c40,d3
c17,d27
c39,d23
c13,d5
c17,d12
c67,d0
c17,d55
c16,d3
c45,d18
c56,d59
c10,d18
c2,d14
c26,d4
c59,d63
c63,d14
c9,d10
c35,d69
c58,d64
c64,d38
c21,d10
c48,d60
c54,d69
c10,d56
c70,d29
c67,d37
c54,d59
c16,d66
c64,d6
c30,d23
c8,d69
c12,d57
c24,d49
c45,d30
c60,d46
c66,d49
c29,d5
c29,d67
c9,d12
c6,d70
c60,d62
c42,d67
c41,d48
c46,d21
c1,d60
c63,d64
c60,d26
c32,d35
c35,d26
c43,d68
c41,d43
c6,d9
c3,d27
c22,d42
c19,d38
c70,d44
c57,d23
c16,d28
c36,d25
c0,d43
c14,d61
c59,d28
c35,d23
c40,d28
c40,d36
c16,d11
c9,d26
c49,d70
c45,d44
c2,d4
c5,d25
c61,d22
c3,d18
c32,d63
c65,d60
c39,d12
c30,d57
c27,d9
c3,d1
c51,d55
c62,d0
c18,d8
c40,d54
c65,d52
c70,d4
c13,d58
c11,d51
c58,d54
c30,d30
c24,d12
c5,d50
c34,d1
c70,d21
c16,d69
c42,d29
c38,d24
c63,d49
c17,d10
c17,d37
c41,d23
c3,d8
c62,d31
c56,d8
c62,d16
c70,d67
c12,d42
c12,d22
c15,d19
c55,d47
c34,d2
c60,d65
c28,d68
c33,d36
c61,d4
c23,d24
c41,d12
c29,d64
c25,d28
c30,d40
c38,d48
c12,d41
c45,d64
c67,d20
c68,d63
c16,d41
c18,d65
c49,d44
c70,d69
c14,d37
c30,d48
c4,d25
c37,d36
c39,d37
c51,d21
c66,d39
c42,d22
c66,d16
c64,d11
c21,d3
c23,d67
c48,d6
c64,d55
c58,d22
c28,d2
c5,d41
c10,d70
c2,d41
c32,d14
c9,d6
c23,d39
c70,d10
c27,d56
c16,d61
c70,d70
c25,d41
c19,d8
c42,d35
c0,d39
c19,d40
c53,d24
c28,d6
c58,d41
c22,d26
c58,d5
c12,d69
c3,d11
c45,d65
c5,d2
c37,d13
c42,d65
c29,d41
c7,d50
c34,d6
c16,d31
c31,d62
c60,d48
c9,d56
c19,d61
c10,d47
c14,d38
c22,d30
c31,d25
c25,d14
c10,d46
c9,d40
c33,d15
c49,d51
c51,d29
c30,d24
c23,d14
c58,d8
c1,d14
c18,d42
c5,d24
c33,d39
c42,d55
c30,d45
c26,d16
c16,d44
c29,d19
c31,d61
c48,d49
c40,d26
c27,d67
c63,d24
c33,d19
c18,d41
c23,d10
c53,d44
c52,d16
c45,d58
c42,d62
c49,d11
c31,d53
c19,d23
c28,d16
c26,d47
c34,d60
c9,d46
c57,d9
c43,d14
c2,d60
c35,d11
c35,d59
c57,d5
c58,d63
c10,d10
c28,d34
c21,d42
c45,d60
c49,d41
c40,d29
c58,d14
c45,d68
c4,d68
c29,d53
c15,d28
c15,d8
c42,d0
c51,d51
c37,d67
c30,d49
c13,d18
c29,d7
c21,d55
c2,d51
c22,d40
c8,d39
c12,d43
c63,d51
c26,d50
c10,d68
c48,d10
c15,d47
c12,d8
c32,d47
c61,d66
c58,d33
c28,d23
c47,d24
c43,d52
c53,d55
c43,d57
c38,d44
c26,d35
c5,d49
c22,d34
c16,d4
c44,d7
c45,d5
c31,d47
c51,d10
c11,d68
c1,d41
c41,d9
c30,d37
c18,d26
c60,d41
c44,d30
c51,d50
c32,d44
c2,d36
c70,d61
c42,d46
c25,d8
c53,d36
c22,d28
c48,d13
c7,d44
c27,d41
c24,d33
c65,d68
c45,d38
c48,d70
c40,d0
c37,d26
c9,d67
c39,d57
c23,d70
c51,d8
c23,d22
c64,d29
c45,d39
c60,d1
c24,d66
c1,d52
c39,d6
c24,d14
c43,d6
c48,d53
c12,d31
c7,d2
c37,d15
c23,d52
c55,d46
c51,d61
c55,d62
c63,d25
c65,d70
c69,d32
c56,d23
c31,d63
c14,d1
c0,d21
c24,d6
c10,d65
c62,d69
c22,d24
c43,d32
c21,d18
c37,d54
c35,d39
c69,d68
c40,d30
c52,d5
c64,d12
c51,d2
c3,d69
c30,d53
c42,d25
c40,d39
c70,d50
c65,d6
c59,d3
c12,d44
c68,d57
c50,d60
c50,d25
c5,d44
c70,d59
c18,d10
c19,d54
c19,d42
c35,d27
c61,d32
c5,d60
c8,d36
c10,d8
c22,d29
c48,d16
c48,d61
c29,d59
c66,d38
c3,d61
c45,d6
c55,d58
c38,d27
c61,d38
c29,d68
c0,d50
c53,d4
c42,d40
c6,d50
c2,d23
c30,d8
c23,d3
c9,d23
c32,d67
c5,d55
c35,d47
c22,d63
c67,d23
c62,d48
c56,d1
c49,d28
c24,d54
c44,d11
c27,d27
c0,d63
c40,d69
c6,d66
c69,d4
c6,d54
c44,d44
c4,d20
c36,d53
c6,d16
c38,d19
c68,d41
c13,d52
c56,d43
c60,d0
c19,d4
c62,d68
c19,d68
c29,d24
c44,d2
c35,d62
c21,d32
c27,d21
c13,d9
c69,d11
c11,d53
c38,d25
c52,d18
c66,d24
