c,d
c93,d47
c32,d41
c72,d14
c16,d10
c90,d60
c6,d5
c15,d12
c13,d83
c85,d61
c93,d99
c97,d66
c89,d9
c42,d1
c28,d26
c22,d70
c37,d57
c23,d89
c46,d40
c22,d95
c20,d33
c67,d63
c16,d89
c96,d70
c66,d86
c53,d58
c64,d71
c47,d32
c14,d37
c27,d20
c27,d64
c38,d42
c74,d53
c1,d83
c83,d38
c8,d4
c91,d9
c59,d66
c56,d20
c89,d32
c13,d45
c50,d74
c95,d99
c41,d65
c44,d6
c63,d38
c75,d67
c52,d67
c15,d1
c51,d46
c75,d32
c39,d95
c38,d52
c22,d56
c79,d11
c67,d93
c95,d26
c37,d99
c61,d37
c49,d65
c21,d99
c83,d81
c87,d43
c80,d91
c50,d76
c4,d35
c26,d76
c76,d0
c49,d71
c15,d19
c17,d22
c88,d86
c44,d80
c2,d76
c1,d9
c3,d19
c33,d40
c98,d54
c49,d64
c41,d26
c32,d31
c16,d23
c55,d47
c43,d62
c64,d66
c8,d3
c84,d6
c42,d6
c65,d22
c48,d32
c32,d57
c72,d72
c96,d13
c18,d45
c87,d3
c44,d76
c28,d31
c41,d89
c22,d11
c17,d50
c10,d22
c84,d79
c44,d74
c72,d10
c20,d62
c33,d80
c98,d94
c90,d25
c29,d15
c90,d29
c44,d93
c14,d85
c98,d71
c69,d22
c39,d68
c93,d79
c77,d56
c79,d34
c29,d19
c14,d68
c81,d40
c51,d17
c81,d51
c69,d97
c24,d59
c78,d11
c25,d83
c22,d37
c94,d28
c44,d94
c42,d82
c32,d45
c82,d51
c45,d39
c3,d49
c4,d56
c93,d78
c42,d18
c21,d3
c13,d36
c14,d18
c15,d72
c83,d99
c3,d56
c37,d53
c73,d4
c78,d25
c75,d57
c5,d87
c15,d46
c85,d94
c4,d65
c94,d85
c89,d39
c97,d3
c94,d46
c28,d18
c95,d67
c63,d54
c17,d63
c87,d65
c52,d24
c9,d10
c3,d98
c38,d86
c18,d76
c57,d81
c54,d21
c44,d71
c97,d26
c72,d37
c28,d25
c54,d99
c62,d74
c87,d20
c73,d24
c62,d30
c62,d19
c24,d71
c88,d42
c21,d86
c66,d98
c32,d6
c22,d29
c49,d90
c16,d38
c19,d1
c14,d42
c9,d21
c41,d56
c31,d46
c39,d21
c70,d97
c50,d43
c42,d43
c28,d71
c42,d55
c90,d78
c47,d44
c86,d63
c33,d84
c17,d39
c73,d18
c80,d97
c54,d78
c6,d9
c12,d43
c42,d63
c23,d91
c67,d2
c42,d81
c89,d30
c75,d82
c25,d23
c9,d62
c43,d44
c26,d58
c86,d12
c65,d59
c36,d33
c17,d65
c39,d85
c99,d81
c77,d70
c8,d10
c20,d43
c90,d89
c17,d6
c10,d71
c48,d54
c65,d97
c99,d73
c9,d17
c7,d60
c35,d40
c86,d46
c67,d14
c40,d81
c25,d71
c92,d19
c89,d55
c2,d99
c69,d32
c27,d78
c70,d53
c83,d92
c48,d93
c20,d11
c70,d38
c8,d85
c43,d33
c48,d88
c13,d70
c57,d51
c68,d14
c57,d92
c70,d80
c68,d46
c51,d93
c5,d62
c16,d99
c98,d11
c78,d57
c48,d77
c53,d27
c65,d64
c8,d13
c75,d2
c23,d15
c31,d97
c7,d91
c5,d45
c65,d53
c35,d81
c9,d98
c68,d33
c38,d41
c17,d31
c7,d2
c91,d22
c65,d34
c87,d98
c43,d36
c7,d5
c71,d69
c89,d90
c77,d77
c34,d35
c36,d91
c28,d70
c60,d68
c50,d48
c46,d95
c17,d12
c4,d34
c17,d3
c95,d48
c47,d66
c86,d53
c70,d63
c93,d48
c18,d24
c29,d82
c72,d20
c84,d95
c65,d61
c80,d43
c12,d17
c87,d83
c80,d37
c53,d24
c99,d42
c11,d25
c81,d63
c16,d92
c81,d5
c59,d24
c71,d95
c15,d26
c0,d85
c88,d79
c14,d46
c73,d20
c51,d75
c24,d86
c51,d60
c37,d75
c26,d28
c78,d92
c58,d45
c61,d48
c42,d51
c60,d73
c14,d26
c93,d62
c64,d5
c27,d85
c4,d63
c27,d72
c63,d80
c9,d94
c18,d98
c42,d25
c88,d85
c11,d80
c57,d85
c11,d56
c7,d53
c69,d65
c31,d9
c95,d65
c88,d38
c22,d78
c39,d90
c69,d72
c42,d50
c71,d3
c45,d3
c62,d9
c51,d8
c89,d70
c69,d45
c53,d71
c61,d35
c91,d3
c12,d0
c66,d92
c90,d92
c96,d84
c37,d45
c10,d44
c16,d83
c88,d71
c83,d83
c61,d4
c41,d84
c94,d12
c71,d36
c23,d83
c19,d68
c43,d28
c64,d26
c85,d11
c58,d61
c17,d7
c79,d49
c67,d88
c44,d35
c10,d53
c44,d21
c99,d18
c11,d85
c24,d39
c32,d34
c48,d36
c60,d97
c55,d71
c31,d18
c98,d12
c61,d54
c89,d16
c55,d96
c33,d62
c39,d78
c4,d32
c0,d74
c41,d28
c8,d93
c88,d66
c75,d99
c56,d91
c93,d16
c30,d97
c76,d24
c48,d12
c90,d98
c79,d51
c12,d41
c41,d78
c84,d23
c37,d17
c85,d23
c98,d57
c23,d51
c35,d77
c44,d40
c41,d45
c75,d51
c81,d34
c85,d85
c16,d25
c73,d43
c70,d57
c0,d92
c38,d35
c69,d90
c7,d52
c71,d42
c82,d74
c80,d40
c78,d77
c67,d47
c40,d78
c84,d71
c15,d37
c2,d77
c31,d43
c10,d25
c72,d84
c61,d41
c24,d14
c99,d98
c17,d90
c2,d64
c81,d19
c1,d63
c91,d50
c2,d79
c12,d98
c59,d58
c46,d13
c60,d71
c1,d1
c14,d72
c16,d20
c71,d67
c9,d50
c96,d19
c77,d83
c71,d40
c63,d7
c14,d56
c35,d54
c81,d46
c94,d53
c44,d22
c29,d13
c94,d6
c86,d39
c64,d32
c71,d83
c36,d18
c49,d87
c17,d30
c77,d32
c69,d34
c9,d80
c77,d36
c67,d85
c89,d69
c58,d10
c26,d13
c57,d82
c41,d99
c67,d15
c64,d45
c7,d17
c27,d50
c20,d24
c3,d27
c53,d56
c49,d22
c34,d98
c15,d67
c96,d8
c88,d4
c42,d74
c47,d91
c68,d68
c23,d31
c7,d3
c85,d87
c60,d55
c47,d81
c6,d96
c80,d78
c59,d74
c45,d70
c72,d26
c39,d83
c80,d20
c87,d73
c61,d59
c44,d89
c41,d90
c0,d64
c8,d54
c91,d31
c82,d66
c91,d92
c39,d1
c62,d58
c44,d7
c9,d40
c30,d75
c28,d5
c38,d9
c32,d29
c66,d88
c59,d72
c62,d49
c65,d54
c15,d99
c38,d25
c81,d65
c2,d27
c81,d53
c49,d91
c12,d71
c36,d51
c15,d45
c51,d42
c83,d70
c0,d69
c49,d0
c58,d14
c36,d72
c51,d25
c96,d96
c43,d72
c92,d70
c29,d35
c70,d26
c80,d31
c91,d63
c71,d75
c74,d75
c24,d60
c16,d27
c9,d28
c78,d86
c56,d73
c93,d98
c59,d50
c32,d38
c34,d5
c83,d49
c27,d74
c31,d81
c39,d71
c99,d94
c60,d53
c80,d86
c11,d39
c1,d42
c12,d60
c26,d21
c10,d32
c20,d3
c8,d78
c42,d73
c54,d1
c85,d92
c10,d4
c53,d0
c43,d94
c91,d30
c75,d98
c85,d39
c89,d27
c74,d2
c33,d53
c50,d94
c77,d39
c38,d22
c94,d56
c58,d91
c10,d20
c3,d71
c33,d23
c83,d17
c0,d84
c90,d40
c29,d0
c82,d9
c85,d91
c56,d81
c23,d32
c13,d18
c4,d70
c79,d18
c10,d38
c67,d10
c38,d47
c94,d32
c4,d71
c93,d73
c60,d11
c75,d83
c25,d42
c38,d40
c2,d59
c71,d28
c64,d88
c37,d35
c93,d5
c51,d59
c78,d59
c60,d27
c62,d24
c99,d93
c3,d63
c18,d99
c51,d37
c90,d43
c67,d16
c82,d50
c93,d18
c29,d16
c84,d44
c5,d84
c92,d73
c33,d25
c13,d15
c56,d61
c68,d56
c71,d96
c89,d44
c29,d63
c57,d77
c45,d96
c80,d21
c59,d90
c24,d68
c69,d25
c81,d73
c51,d91
c68,d3
c68,d27
c40,d43
c1,d73
c35,d16
c91,d5
c73,d58
c25,d48
c34,d50
c85,d32
c18,d12
c56,d56
c60,d92
c24,d92
c6,d59
c38,d57
c33,d59
c17,d92
c4,d99
c50,d72
c55,d64
c28,d53
c42,d62
c40,d79
c3,d16
c92,d94
c41,d59
c55,d66
c47,d18
c82,d94
c40,d73
c87,d15
c63,d16
c1,d48
c83,d51
c68,d22
c79,d40
c53,d35
c58,d73
c69,d63
c50,d2
c45,d37
c79,d50
c18,d6
c61,d79
c37,d71
c53,d15
c21,d39
c15,d34
c40,d8
c40,d69
c87,d81
c22,d47
c30,d93
c71,d56
c41,d42
c32,d65
c77,d30
c87,d0
c2,d82
c97,d75
c79,d5
c72,d4
c58,d25
c52,d65
c97,d63
c62,d51
c54,d96
c20,d61
c8,d5
c92,d24
c49,d61
c36,d61
c95,d76
c28,d24
c44,d34
c58,d59
c71,d18
c96,d27
c51,d77
c32,d37
c41,d41
c57,d88
c71,d9
c20,d77
c37,d94
c6,d37
c28,d96
c26,d83
c66,d71
c14,d64
c63,d73
c92,d46
c21,d21
c76,d9
c8,d48
c31,d40
c38,d67
c3,d18
c36,d65
c62,d38
c6,d78
c7,d31
c3,d90
c13,d96
c84,d3
c46,d2
c9,d90
c47,d14
c0,d89
c87,d1
c35,d0
c78,d26
c33,d65
c61,d11
c27,d91
c40,d10
c45,d92
c84,d9
c32,d14
c27,d29
c80,d30
c13,d97
c7,d58
c44,d53
c81,d22
c93,d31
c54,d22
c4,d72
c53,d51
c33,d92
c81,d44
c41,d69
c99,d46
c24,d48
c7,d85
c19,d28
c58,d94
c57,d13
c88,d29
c96,d66
c7,d48
c94,d67
c39,d52
c87,d85
c25,d97
c79,d44
c57,d41
c26,d71
c6,d26
c95,d91
c54,d97
c50,d8
c99,d52
c69,d56
c94,d13
c59,d15
c50,d41
c57,d80
c36,d57
c79,d1
c51,d9
c78,d85
c62,d54
c90,d70
c29,d30
c55,d93
c44,d50
c86,d31
c32,d92
c3,d21
c15,d29
c98,d84
c6,d48
c10,d36
c31,d17
c15,d17
c33,d33
c16,d87
c86,d8
c13,d62
c29,d20
c51,d3
c32,d8
c49,d7
c98,d42
c6,d46
c12,d74
c28,d77
c29,d43
c84,d15
c28,d58
c25,d34
c19,d8
c4,d30
c90,d64
c50,d6
c29,d85
c88,d11
c70,d16
c90,d90
c32,d16
c12,d1
c3,d99
c78,d18
c97,d60
c80,d44
c29,d31
c0,d66
c37,d2
c68,d19
c20,d92
c23,d69
c38,d78
c40,d46
c95,d98
c32,d0
c68,d92
c80,d61
c53,d99
c50,d57
c51,d13
c24,d37
c11,d77
c90,d65
c20,d9
c95,d75
c10,d6
c30,d26
c66,d44
c18,d69
c0,d43
c56,d83
c13,d61
c88,d26
c73,d85
c45,d51
c30,d54
c32,d1
c5,d98
c49,d30
c30,d63
c10,d93
c72,d38
c9,d0
c54,d83
c32,d66
c78,d80
c79,d80
c59,d82
c20,d85
c64,d58
c21,d93
c89,d8
c5,d57
c19,d97
c10,d69
c2,d75
c17,d33
c47,d4
c39,d86
c88,d82
c78,d3
c9,d69
c58,d12
c68,d50
c27,d84
c79,d47
c54,d60
c42,d66
c84,d69
c18,d25
c64,d29
c24,d3
c63,d84
c96,d17
c26,d3
c54,d79
c93,d87
c50,d59
c0,d71
c83,d62
c53,d14
c46,d31
c31,d52
c45,d45
c70,d84
c49,d66
c56,d9
c1,d23
c49,d53
c46,d79
c87,d11
c88,d9
c40,d37
c63,d45
c44,d48
c65,d37
c60,d39
c73,d67
c39,d20
c90,d93
c54,d82
c33,d8
c30,d87
c28,d72
c80,d18
c15,d25
c75,d3
c9,d7
c80,d57
c73,d61
c13,d46
c88,d74
c68,d23
c10,d45
c18,d11
c47,d83
c14,d98
c95,d31
c56,d36
c42,d41
c26,d11
c60,d29
c23,d73
c21,d59
c26,d73
c31,d53
c82,d44
c76,d22
c2,d12
c12,d86
c92,d5
c13,d69
c66,d46
c62,d72
c66,d54
c97,d28
c53,d11
c59,d6
c74,d39
c59,d16
c36,d6
c82,d86
c92,d38
c63,d6
c61,d6
c4,d94
c92,d85
c90,d12
c72,d43
c27,d31
c86,d40
c28,d32
c50,d56
c7,d18
c5,d71
c70,d47
c64,d8
c75,d71
c80,d29
c33,d43
c61,d16
c19,d31
c83,d45
c70,d42
c40,d67
c25,d65
c49,d26
c57,d71
c44,d28
c81,d77
c78,d95
c7,d36
c54,d25
c82,d10
c72,d77
c13,d33
c66,d51
c58,d77
c57,d18
c70,d20
c18,d31
c37,d37
c81,d45
c43,d19
c54,d84
c42,d35
c69,d38
c97,d2
c38,d56
c61,d62
c38,d98
c55,d0
c72,d9
c82,d7
c93,d8
c71,d87
c71,d27
c52,d63
c87,d4
c57,d94
c59,d1
c15,d30
c31,d21
c91,d28
c82,d93
c49,d17
c23,d61
c50,d11
c60,d16
c87,d23
c19,d13
c10,d51
c48,d79
c13,d95
c26,d17
c12,d93
c76,d38
c13,d57
c35,d32
c84,d25
c88,d17
c51,d84
c27,d81
c96,d45
c73,d50
c73,d14
c53,d42
c5,d70
c24,d34
c76,d1
c28,d43
c75,d88
c40,d9
c81,d20
c54,d55
c72,d1
c8,d35
c59,d5
c42,d56
c9,d73
c93,d85
c65,d66
c4,d22
c83,d33
c71,d23
c67,d6
c30,d69
c70,d22
c3,d60
c46,d59
c6,d75
c8,d46
c51,d41
c75,d29
c2,d30
c40,d11
c63,d91
c49,d44
c67,d71
c1,d94
c30,d51
c80,d1
c19,d5
c48,d74
c42,d10
c67,d33
c62,d95
c52,d83
c24,d30
c24,d65
c68,d31
c63,d68
c56,d31
c72,d86
c40,d42
c68,d41
c56,d46
c79,d70
c25,d50
c18,d65
c18,d67
c18,d1
c62,d69
c48,d21
c59,d97
c14,d80
c36,d2
c86,d14
c24,d63
c39,d3
c67,d95
c69,d81
c13,d51
c50,d1
c49,d36
c91,d42
c19,d80
c96,d20
c99,d31
c34,d32
c81,d39
c77,d34
c54,d50
c46,d96
c64,d40
c53,d66
c57,d73
c0,d30
c56,d75
c59,d29
c20,d71
c62,d89
c18,d71
c87,d14
c44,d13
c97,d12
c7,d34
c4,d37
c61,d23
c24,d18
c34,d40
c66,d62
c24,d19
c43,d31
c66,d24
c96,d32
c94,d2
c75,d22
c94,d17
c85,d9
c87,d96
c51,d95
c34,d23
c95,d18
c27,d68
c76,d6
c29,d53
c59,d86
c51,d71
c4,d3
c55,d68
c27,d33
c21,d16
c13,d91
c53,d50
c85,d45
c55,d76
c40,d14
c48,d68
c74,d35
c30,d16
c42,d52
c93,d9
c47,d57
c41,d6
c98,d26
c40,d74
c3,d83
c76,d92
c37,d34
c52,d48
c46,d72
c48,d53
c83,d65
c52,d70
c22,d69
c11,d44
c33,d24
c15,d43
c47,d93
c80,d63
c52,d80
c5,d95
c78,d33
c45,d17
c86,d2
c93,d57
c44,d64
c67,d58
c6,d25
c90,d55
c90,d20
c15,d62
c68,d98
c47,d61
c41,d9
c12,d46
c76,d78
c49,d2
c31,d5
c24,d67
c71,d62
c57,d22
c47,d60
c27,d62
c97,d91
c77,d63
c82,d22
c4,d14
c3,d11
c33,d91
c76,d18
c23,d77
c84,d85
c14,d77
c48,d50
c28,d10
c31,d99
c78,d28
c36,d34
c95,d60
c6,d85
c37,d72
c94,d89
c64,d51
c64,d85
c4,d7
c42,d31
c83,d76
c94,d68
c55,d33
c35,d25
c4,d28
c64,d86
c65,d57
c16,d56
c31,d54
c13,d10
c9,d97
c59,d96
c36,d30
c52,d87
c11,d73
c84,d59
c42,d75
c65,d24
c48,d19
c32,d19
c78,d50
c85,d96
c8,d38
c80,d27
c28,d3
c14,d31
c48,d26
c29,d97
c5,d26
c95,d21
c59,d84
c51,d14
c51,d54
c70,d78
c75,d16
c91,d36
c62,d65
c61,d67
c19,d52
c3,d37
c57,d48
c92,d39
c36,d93
c57,d39
c53,d81
c11,d96
c1,d49
c85,d36
c11,d10
c70,d73
c29,d67
c60,d41
c85,d5
c3,d5
c34,d31
c98,d59
c5,d61
c78,d89
c71,d26
c7,d40
c41,d71
c66,d47
c28,d20
c76,d59
c77,d15
c33,d49
c81,d81
c85,d12
c37,d10
c24,d64
c94,d27
c88,d51
c84,d11
c33,d36
c75,d54
c84,d98
c17,d89
c61,d24
c11,d12
c86,d93
c71,d71
c45,d80
c13,d47
c20,d41
c96,d44
c44,d1
c62,d55
c54,d8
c96,d52
c8,d79
c46,d8
c93,d35
c3,d52
c56,d84
c12,d83
c72,d36
c86,d76
c53,d63
c7,d68
c66,d66
c23,d13
c96,d62
c80,d46
c24,d2
c86,d49
c73,d53
c42,d27
c6,d4
c23,d24
c54,d32
c62,d3
c99,d89
c8,d49
c14,d24
c79,d19
c67,d11
c25,d82
c93,d21
c30,d72
c43,d71
c28,d45
c42,d99
c89,d52
c99,d55
c56,d0
c69,d99
c87,d44
c49,d70
c4,d13
c44,d8
c10,d87
c75,d33
c48,d99
c35,d24
c63,d1
c38,d31
c52,d30
c78,d66
c97,d11
c46,d70
c92,d14
c1,d34
c15,d81
c41,d75
c21,d7
c67,d73
c59,d23
c52,d71
c25,d94
c7,d89
c2,d18
c65,d23
c80,d12
c34,d19
c30,d20
c81,d9
c57,d95
c13,d82
c38,d91
c11,d19
c35,d2
c55,d54
c26,d87
c8,d15
c68,d37
c66,d95
c68,d45
c18,d50
c46,d67
c59,d78
c4,d10
c95,d58
c30,d82
c84,d28
c13,d8
c11,d17
c46,d57
c96,d2
c58,d47
c76,d89
c19,d46
c9,d52
c1,d28
c21,d52
c14,d1
c74,d26
c97,d38
c18,d44
c58,d79
c92,d59
c31,d10
c56,d44
c52,d11
c69,d21
c77,d20
c84,d60
c92,d67
c75,d25
c5,d68
c52,d31
c80,d10
c39,d5
c89,d96
c28,d74
c13,d49
c45,d33
c31,d86
c83,d46
c47,d26
c83,d7
c29,d29
c19,d54
c13,d37
c9,d27
c26,d8
c95,d36
c88,d91
c20,d96
c68,d8
c34,d87
c26,d94
c36,d1
c25,d59
c73,d93
c5,d90
c97,d42
c14,d27
c17,d48
c33,d55
c40,d25
c82,d77
c75,d19
c18,d73
c61,d34
c68,d10
c55,d34
c73,d91
c66,d34
c68,d17
c54,d93
c30,d83
c31,d44
c74,d44
c84,d66
c10,d15
c6,d3
c97,d24
c77,d54
c73,d23
c11,d69
c21,d54
c10,d43
c91,d4
c5,d50
c88,d12
c38,d85
c66,d23
c7,d25
c76,d29
c24,d97
c33,d12
c2,d5
c11,d54
c5,d88
c69,d36
c17,d62
c93,d38
c73,d97
c67,d50
c99,d87
c18,d82
c96,d74
c17,d88
c74,d78
c52,d99
c62,d98
c61,d1
c80,d28
c20,d68
c21,d44
c43,d42
c45,d44
c15,d11
c12,d50
c2,d32
c50,d46
c59,d49
c89,d40
c42,d58
c47,d86
c12,d10
c74,d34
c67,d29
c53,d98
c5,d21
c93,d11
c24,d10
c24,d41
c30,d64
c63,d40
c81,d18
c68,d38
c77,d44
c74,d43
c63,d11
c88,d73
c86,d24
c44,d36
c12,d23
c60,d63
c38,d68
c38,d13
c47,d13
c98,d69
c16,d71
c40,d89
c37,d6
c52,d8
c85,d14
c1,d33
c82,d68
c65,d14
c69,d9
c39,d13
c71,d54
c22,d30
c70,d39
c48,d51
c86,d84
c65,d38
c20,d70
c18,d75
c46,d91
c62,d62
c94,d52
c49,d75
c90,d84
c10,d91
c36,d71
c54,d12
c65,d28
c82,d0
c54,d19
c30,d13
c90,d0
c40,d5
c55,d80
c45,d16
c70,d5
c76,d20
c11,d98
c3,d66
c22,d2
c31,d14
c21,d25
c34,d8
c52,d40
c32,d94
c97,d52
c26,d29
c61,d39
c26,d37
c92,d79
c40,d19
c12,d31
c20,d83
c56,d4
c57,d72
c67,d45
c92,d20
c7,d42
c70,d40
c43,d54
c39,d76
c96,d68
c60,d23
c17,d21
c96,d41
c73,d5
c27,d45
c78,d2
c89,d46
c8,d66
c72,d8
c12,d24
c36,d36
c5,d49
c19,d66
c70,d50
c73,d84
c76,d69
c64,d80
c20,d93
c84,d65
c27,d38
c26,d55
c94,d47
c11,d83
c41,d82
c73,d52
c82,d39
c36,d63
c44,d88
c20,d54
c81,d11
c25,d84
c32,d48
c60,d25
c43,d18
c1,d35
c1,d54
c78,d49
c40,d68
c95,d28
c25,d35
c71,d66
c47,d75
c59,d41
c92,d60
c90,d28
c20,d90
c24,d22
c33,d86
c57,d15
c43,d88
c50,d50
c8,d55
c19,d18
c75,d40
c18,d97
c35,d82
c28,d37
c21,d67
c51,d19
c83,d24
c2,d72
c57,d27
c55,d21
c64,d41
c45,d65
c80,d53
c10,d24
c93,d56
c88,d58
c70,d44
c67,d54
c36,d69
c92,d25
c92,d74
c69,d20
c11,d91
c27,d92
c69,d29
c34,d64
c22,d55
c70,d46
c88,d64
c94,d73
c34,d62
c98,d15
c20,d48
c47,d12
c6,d19
c97,d55
c78,d45
c49,d37
c74,d63
c57,d54
c0,d19
c72,d99
c91,d2
c52,d53
c56,d70
c52,d74
c79,d16
c38,d0
c35,d63
c99,d21
c19,d62
c71,d50
c98,d80
c2,d85
c75,d86
c27,d5
c71,d46
c14,d35
c95,d96
c58,d24
c3,d72
c45,d99
c8,d50
c40,d6
c43,d97
c91,d57
c72,d21
c79,d83
c32,d33
c20,d49
c24,d83
c43,d46
c55,d24
c34,d84
c12,d63
c4,d55
c98,d95
c53,d45
c59,d8
c89,d71
c25,d10
c95,d66
c97,d13
c88,d78
c33,d35
c52,d26
c98,d40
c73,d35
c60,d38
c19,d50
c25,d17
c59,d17
c20,d31
c34,d56
c91,d84
c44,d44
c7,d69
c22,d36
c75,d75
c91,d38
c27,d47
c5,d42
c91,d53
c93,d7
c97,d25
c84,d92
c51,d66
c72,d34
c44,d62
c70,d91
c67,d82
c58,d46
c84,d93
c96,d6
c40,d32
c21,d61
c30,d74
c74,d71
c43,d65
c1,d62
c23,d52
c99,d6
c90,d16
c14,d36
c48,d20
c28,d4
c41,d97
c83,d91
c8,d68
c54,d37
c3,d85
c2,d54
c15,d76
c79,d35
c26,d51
c36,d10
c31,d82
c76,d23
c49,d46
c89,d77
c66,d93
c52,d16
c49,d19
c34,d6
c68,d15
c72,d58
c46,d53
c84,d58
c86,d89
c63,d96
c73,d98
c92,d77
c65,d6
c27,d83
c65,d30
c29,d39
c12,d69
c92,d27
c73,d81
c50,d93
c75,d7
c11,d81
c68,d63
c40,d28
c9,d87
c45,d46
c50,d52
c44,d45
c22,d3
c16,d31
c92,d76
c50,d92
c53,d44
c0,d58
c14,d32
c80,d93
c16,d45
c85,d69
c38,d79
c83,d0
c91,d54
c23,d71
c94,d63
c44,d61
c54,d67
c88,d93
c99,d82
c15,d48
c59,d54
c93,d30
c67,d4
c86,d47
c36,d74
c89,d2
c70,d83
c42,d84
c89,d63
c36,d46
c58,d68
c56,d11
c58,d97
c63,d62
c66,d45
c57,d25
c29,d33
c28,d65
c55,d43
c10,d67
c48,d95
c48,d29
c77,d28
c92,d6
c0,d27
c41,d66
c68,d39
c3,d22
c94,d23
c30,d41
c92,d55
c38,d54
c21,d79
c70,d68
c76,d2
c55,d37
c83,d77
c86,d38
c16,d1
c13,d7
c96,d39
c70,d17
c74,d95
c51,d22
c85,d43
c29,d54
c77,d91
c47,d45
c62,d16
c91,d15
c50,d5
c64,d11
c60,d66
c46,d82
c53,d85
c5,d63
c45,d25
c33,d34
c67,d13
c0,d41
c85,d42
c50,d85
c82,d67
c52,d0
c85,d44
c5,d96
c45,d41
c58,d82
c98,d74
c30,d76
c69,d83
c87,d35
c56,d21
c52,d89
c67,d8
c77,d46
c52,d44
c2,d65
c84,d68
c85,d48
c7,d41
c47,d33
c85,d74
c89,d86
c73,d28
c74,d7
c43,d12
c85,d93
c71,d38
c42,d76
c28,d59
c63,d74
c77,d55
c34,d48
c48,d25
c94,d90
c65,d47
c63,d65
c87,d9
c33,d42
c38,d27
c27,d19
c8,d0
c53,d47
c22,d52
c49,d96
c71,d78
c35,d38
c61,d85
c39,d36
c3,d40
c1,d47
c87,d59
c91,d46
c5,d91
c72,d11
c54,d56
c44,d10
c30,d79
c19,d39
c73,d6
c10,d41
c22,d94
c9,d76
c95,d30
c36,d21
c73,d21
c39,d62
c52,d93
c50,d4
c56,d49
c11,d1
c66,d21
c35,d92
c41,d3
c34,d30
c7,d94
c0,d40
c62,d52
c88,d50
c50,d19
c87,d71
c16,d8
c40,d1
c6,d41
c94,d24
c58,d49
c85,d95
c88,d36
c7,d98
c77,d17
c49,d10
c5,d85
c32,d21
c23,d90
c33,d39
c63,d51
c10,d17
c83,d6
c16,d21
c45,d86
c32,d73
c4,d60
c46,d65
c24,d77
c57,d58
c38,d89
c68,d20
c22,d97
c92,d95
c64,d68
c91,d93
c92,d72
c33,d94
c71,d14
c51,d96
c23,d48
c54,d66
c44,d27
c46,d66
c75,d35
c12,d96
c89,d64
c50,d47
c2,d20
c6,d39
c10,d98
c49,d63
c23,d11
c52,d3
c27,d32
c89,d43
c13,d27
c35,d93
c53,d76
c8,d58
c21,d88
c74,d15
c43,d1
c36,d53
c56,d42
c90,d96
c38,d93
c7,d54
c58,d89
c71,d90
c32,d67
c15,d65
c91,d26
c68,d49
c27,d3
c41,d29
c15,d54
c4,d12
c28,d52
c1,d58
c54,d9
c52,d25
c43,d92
c47,d53
c51,d26
c55,d35
c89,d7
c55,d58
c22,d14
c0,d57
c28,d97
c84,d45
c47,d58
c90,d32
c1,d3
c23,d39
c40,d12
c74,d56
c76,d94
c74,d91
c75,d95
c54,d64
c39,d63
c65,d78
c12,d51
c80,d24
c18,d33
c4,d85
c77,d0
c27,d71
c32,d99
c84,d97
c84,d88
c7,d49
c57,d89
c70,d92
c33,d74
c77,d38
c75,d90
c82,d4
c26,d14
c77,d10
c29,d94
c68,d66
c67,d5
c48,d43
c12,d81
c87,d78
c31,d75
c80,d81
c92,d10
c94,d80
c6,d62
c18,d81
c28,d85
c69,d93
c48,d38
c79,d78
c82,d59
c73,d95
c77,d85
c0,d22
c92,d18
c5,d86
c21,d24
c78,d34
c39,d77
c34,d0
c70,d89
c17,d57
c43,d50
c88,d40
c36,d96
c23,d21
c55,d77
c44,d14
c93,d10
c1,d74
c22,d85
c25,d96
c97,d96
c48,d80
c40,d47
c76,d72
c35,d7
c85,d53
c74,d96
c64,d76
c99,d61
c18,d53
c19,d55
c24,d13
c39,d59
c8,d80
c74,d69
c86,d95
c35,d75
c97,d41
c31,d48
c1,d90
c18,d42
c63,d26
c50,d86
c49,d8
c73,d38
c81,d82
c83,d87
c81,d78
c51,d44
c46,d54
c36,d25
c56,d32
c20,d22
c40,d26
c64,d93
c94,d21
c26,d23
c51,d32
c3,d20
c19,d73
c21,d51
c9,d99
c42,d39
c20,d37
c73,d87
c77,d33
c82,d53
c43,d57
c21,d27
c76,d47
c19,d91
c25,d58
c29,d76
c61,d55
c34,d79
c78,d10
c7,d97
c49,d59
c70,d93
c55,d31
c74,d86
c98,d36
c59,d28
c47,d0
c16,d76
c86,d65
c20,d16
c23,d68
c98,d1
c4,d5
c53,d72
c40,d16
c13,d11
c5,d36
c9,d25
c46,d73
c76,d35
c27,d8
c47,d10
c90,d7
c44,d38
c90,d81
c49,d11
c41,d67
c79,d15
c4,d52
c59,d32
c90,d39
c73,d17
c34,d46
c39,d27
c19,d49
c16,d79
c55,d42
c95,d64
c48,d15
c2,d46
c4,d21
c37,d61
c49,d24
c99,d80
c70,d27
c84,d42
c8,d65
c30,d85
c15,d21
c51,d79
c5,d41
c94,d7
c48,d33
c55,d51
c54,d45
c85,d27
c47,d88
c35,d83
c73,d65
c95,d34
c45,d30
c89,d62
c8,d60
c2,d10
c67,d48
c54,d44
c54,d72
c37,d51
c20,d38
c36,d14
c59,d48
c39,d50
c90,d91
c14,d8
c88,d62
c61,d69
c67,d77
